,RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
247,2534,G015.0693+00.2026,Evolved star?,0.272,1.008,1.99,4.07,15.3,14.3,12.7,45.0,3.81/12.41,,2040.7/21650.5,MSX,5.0,<0.5,
248,2616,G015.0727-00.6447,HII region?,2.846,14.422,18.62,21.62,9.8,9.2,8.9,19.3,2,Par,2928,MSX,,,
249,2564,G015.0755-00.1212,Diffuse HII region ,1.59,3.054,2.95,6.5,,,,47.6,3.93/12.29,,5838.2/57094.7,MIPS/IGA,5.0,<0.7,
251,2597,G015.0795-00.5827,Rejected ,1.4809999999999999,2.839,1.83,4.59,,,,,,,,MSX,,,
252,2624,G015.0796-00.6636,Rejected ,20.863000000000003,57.772,109.83,280.97,,,,,,,,MSX,,,
253,2628,G015.0796-00.6690,Rejected ,4.23,30.381999999999998,51.77,53.19,,,,,,,,MSX,,,
254,2607,G015.0805-00.6194,Rejected ,4.104,11.817,18.27,35.72,,,,,,,,MSX,,,
255,2631,G015.0812-00.6724,Rejected ,27.028000000000002,70.771,115.17,231.83,,,,,,,,MSX,,,
256,2639,G015.0812-00.6879,Diffuse HII region ,29.6,82.745,137.06,215.7,,,,21.8,2,Par,29208,MSX,5.0,<5.2,
257,2646,G015.0839-00.7003,Rejected ,20.81,67.59,103.32,107.64,,,,,,,,MSX,,,
258,2615,G015.0915-00.6305,Rejected ,4.086,10.392000000000001,9.36,16.35,,,,,,,,MSX,,,
259,2535,G015.0939+00.1913,YSO?,2.225,2.489,3.33,5.01,13.6,12.4,11.1,29.9,2.9,Kin,1550,MIPS/IGA,5.0,<0.5,
260,2651,G015.0939-00.7168,Diffuse HII region?,42.18899999999999,117.95,188.81,330.13,,,,,,,,MSX,,,
261,2655,G015.0944-00.7592,Rejected ,3.905,16.175,30.83,72.47,,,,,,,,MSX,,,
262,2617,G015.0948-00.6366,Rejected ,1.01,10.765999999999998,20.85,42.24,,,,,,,,MSX,,,
263,2612,G015.0990-00.6197,Rejected ,2.003,7.459,9.16,20.03,,,,,,,,MSX,,,
264,2658,G015.0996-00.7791,Rejected ,0.405,4.238,8.13,22.15,,,,,,,,MSX,,,
265,2666,G015.0998-00.8026,Rejected ,0.995,3.69,4.98,15.1,,,,,,,,MSX,,,
266,2662,G015.1007-00.7918,Rejected ,0.24,2.019,5.72,12.91,,,,,,,,MSX,,,
267,2665,G015.1011-00.7956,Rejected ,0.9179999999999999,3.5180000000000002,4.44,16.55,,,,,,,,MSX,,,
268,2622,G015.1012-00.6469,Rejected ,12.148,53.093999999999994,81.82,241.52,,,,18.2,2,Par,32704,MSX,5.0,<4.6,
269,2598,G015.1032-00.5716,Rejected ,0.353,1.9980000000000002,3.93,9.31,,,,,,,,MSX,,,
270,2614,G015.1038-00.6222,Rejected ,6.301,11.022,8.86,46.07,,,,,,,,MSX,,,
271,2600,G015.1075-00.5821,Rejected ,1.735,8.719,14.38,33.34,,,,18.5,2,Par,4515,MSX,5.0,<1.7,
272,2610,G015.1086-00.6077,Rejected ,3.772,7.085,4.22,11.88,,,,,,,,MSX,,,
273,2618,G015.1086-00.6310,Rejected ,8.33,13.743,9.8,50.9,,,,,,,,MSX,,,
276,2595,G015.1127-00.5469,Rejected ,0.128,-0.5379999999999999,1.08,3.18,,,,,,,,MSX,,,
278,2671,G015.1221-00.8147,Rejected ,0.968,1.571,1.22,6.49,,,,,,,,MSX,,,
279,2642,G015.1288-00.6717,YSO ,7.707999999999999,10.892000000000001,13.07,90.03,12.9,10.5,8.9,19.0,2,Par,12191,MSX,5.0,<4.9,
280,2593,G015.1308-00.5298,Diffuse HII region ,2.101,5.761,7.06,12.32,,,,,,,,MSX,,,
281,2638,G015.1372-00.6561,Rejected ,1.109,1.7080000000000002,1.59,7.37,,,,,,,,MSX,,,
282,2649,G015.1390-00.6797,Rejected ,8.588,15.639000000000001,13.79,46.27,,,,,,,,MSX,,,
283,2606,G015.1502-00.5771,Rejected ,0.298,1.3259999999999998,1.51,4.04,,,,,,,,MSX,,,
284,2602,G015.1534-00.5650,Rejected ,0.39299999999999996,1.5490000000000002,0.94,2.79,,,,,,,,MSX,,,
285,2633,G015.1664-00.6314,Rejected ,1.409,3.528,3.27,4.5,,,,,,,,MSX,,,
286,2632,G015.1830-00.6207,Rejected ,1.993,4.45,3.31,9.75,,,,,,,,MSX,,,
287,2575,G015.1834-00.1621,HII region?,1.3619999999999999,1.3119999999999998,1.88,12.83,16.5,13.9,12.1,60.3,4.5,Kin,5192,MSX,,,
288,2619,G015.1854-00.5935,HII region?,3.917,14.499,16.89,44.28,10.1,9.2,8.7,,2,Par,5996,MSX,,,
289,2672,G015.1857-00.7842,Rejected ,0.644,1.82,2.57,9.53,,,,,,,,MSX,,,
290,2676,G015.1860-00.8336,Rejected ,0.22399999999999998,0.97,2.22,5.79,,,,,,,,MSX,,,
291,2667,G015.1867-00.7606,Rejected ,0.659,1.386,2.08,4.28,,,,,,,,MSX,,,
292,2629,G015.1873-00.6130,Rejected ,0.17,1.906,1.65,4.73,,,,,,,,MSX,,,
294,2625,G015.1920-00.6045,Rejected ,1.446,2.167,1.68,7.1,,,,,,,,MSX,,,
295,2640,G015.1921-00.6291,Rejected ,2.87,6.2860000000000005,5.96,18.68,,,,20.8,2,Par,2529,MSX,5.0,<0.9,
296,2636,G015.1925-00.6233,Rejected ,1.32,4.03,3.32,11.76,,,,,,,,MSX,,,
297,2650,G015.1975-00.6537,Rejected ,0.932,1.4880000000000002,1.15,3.28,,,,,,,,MSX,,,
298,2648,G015.2031-00.6387,Rejected ,1.537,3.6660000000000004,2.79,6.8,,,,,,,,MSX,,,
299,2643,G015.2113-00.6286,HII region??,3.841,8.242,10.75,44.21,,,,20.4,2,Par,6434,MSX,,,
300,2367,G015.2211+03.8369,OH/IR star ,1.462,2.386,2.48,3.42,16.2,15.0,13.3,,,,,MSX,5.0,<0.7,
301,2355,G015.2685+05.6696,Evolved star?,0.542,1.194,3.68,5.71,,,,,,,,MSX,,,
302,2674,G015.2776-00.7483,Evolved star?,0.222,0.708,1.33,3.63,11.0,8.7,7.7,,,,,MSX,,,
303,2551,G015.3262+00.0720,Evolved star ,0.364,0.6659999999999999,1.39,3.42,9.2,9.1,9.0,,,,,MSX,,,
305,2663,G015.3590-00.6549,Other ,0.228,-0.433,1.41,5.74,9.7,9.6,9.5,,,,,MSX,,,
306,2431,G015.3635+01.9250,OH/IR star ,0.353,1.611,5.66,13.87,14.7,13.0,12.1,,,,,MSX,,,
307,2756,G015.3854-02.2657,Evolved star?,1.883,2.8810000000000002,2.75,3.61,13.8,11.5,9.9,,,,,MSX,5.0,<0.4,
308,2579,G015.4051-00.0656,OH/IR star ,7.018,11.817,13.09,14.18,14.4,12.2,8.9,48.5,3.94/12.26,,7603.0/73616.2,MSX,5.0,<1.5,
309,2712,G015.4329-01.5844,Evolved star?,28.017,43.965,54.48,69.71,15.9,10.9,7.8,,,,,MSX,5.0,<0.5,
310,2682,G015.4528-00.8582,Young/old star ,0.12,0.585,0.97,6.61,13.6,12.3,11.5,33.9,2,Par,895,MSX,,,
311,2601,G015.4805-00.3900,Diffuse HII region?,0.22699999999999998,-0.6940000000000001,1.04,2.8,,,,40.7,3.54/12.65,,1115.3/14242.0,MIPS/IGA,5.0,<0.6,
312,2548,G015.5208+00.1890,Diffuse HII region ,1.255,1.829,1.44,3.17,,,,,,,,MSX,,,
313,2693,G015.5489-01.0064,Evolved star ,1.161,2.063,2.37,5.96,14.2,13.7,12.2,,,,,MSX,5.0,<0.5,
314,2380,G015.5979+02.7944,Evolved star ,1.327,2.929,3.43,4.43,11.8,10.1,8.7,,,,,MSX,5.0,<0.7,
315,2484,G015.6546+01.2903,OH/IR star?,9.662,15.159,17.27,19.21,14.7,12.3,9.1,27.3,2.7,Kin,4873,MSX,5.0,<0.7,
316,2841,G015.6638-03.7108,Evolved star ,12.073,27.745,37.49,53.63,8.2,6.6,5.3,,,,,MSX,,,
317,2511,G015.7005+00.7707,OH/IR star ,4.612,26.059,59.01,82.11,,,,,,,,MSX,,,
318,2588,G015.7987-00.0060,PN ,0.171,0.991,2.46,5.6,,,,,,,,MSX,5.0,56.5,
319,2703,G015.8658-01.1432,Evolved star ,3.9539999999999997,6.1,8.26,8.04,14.6,12.3,10.7,59.2,4.4,Kin,5279,MSX,5.0,<0.5,
321,2373,G015.9277+03.3580,PN ,0.637,3.177,2.58,19.99,12.3,12.0,11.0,,,,,MSX,,,
323,2781,G016.0667-02.1686,Evolved star?,4.363,6.797999999999999,7.6,9.2,17.1,14.0,11.0,,,,,MSX,5.0,<0.5,
324,2673,G016.1169-00.2903,OH/IR star ,31.318,48.535,92.36,89.99,,,,39.2,3.39/12.75,,35720.0/505280.0,MSX,5.0,<0.8,
325,2695,G016.1407-00.7895,Evolved star?,0.532,1.6869999999999998,3.2,4.13,15.9,14.4,12.7,,,,,MSX,5.0,<0.5,
326,2594,G016.1438+00.0074,HII region ,0.77,0.594,0.91,3.13,,,,44.8,12.4,Kin,23956,MIPS/IGA,5.0,17.6,
327,2599,G016.2443+00.0371,Diffuse HII region ,0.165,0.563,0.95,3.63,,,,25.5,2.54/13.59,,32.1/917.9,MIPS/IGA,5.0,<1.4,
328,2670,G016.3086-00.1715,Rejected ,0.11199999999999999,1.3530000000000002,0.93,2.71,,,,,,,,MSX,,,
329,2836,G016.3190-03.0161,OH/IR star ,11.860999999999999,20.925,24.44,27.08,11.9,10.2,8.9,,,,,MSX,5.0,<0.7,
330,2609,G016.3320+00.0472,Evolved star ,0.473,0.8490000000000001,1.9,4.2,14.7,12.0,10.4,26.5,2.59/13.53,,973.1/26556.6,MSX,5.0,<0.9,
331,2677,G016.3617-00.2079,Diffuse HII region ,7.315,9.936,7.34,19.39,,,,49.0,3.86/12.25,,14348.3/144510.2,MIPS/IGA,5.0,<0.9,
332,2699,G016.3985-00.7737,OH/IR star ,2.1319999999999997,3.279,3.22,4.21,14.0,11.3,8.5,,,,,MSX,5.0,<0.5,
334,2782,G016.4507-01.9750,PN ,0.278,1.265,1.63,10.76,11.7,11.5,11.1,,,,,MSX,,,
335,2685,G016.7116-00.2969,Evolved star ,1.169,4.923,8.07,11.4,,,,,,,,MSX,5.0,<0.4,
336,2512,G016.7122+01.3119,YSO?,1.192,1.1440000000000001,1.22,3.01,13.4,10.7,8.7,20.3,2.1,Kin,1811,MIPS/IGA,5.0,<0.6,
337,2659,G016.7981+00.1264,YSO ,5.396,11.376,14.31,25.46,15.8,12.7,9.7,15.2,1.7,Kin,956,MIPS/IGA,5.0,<0.6,
338,2563,G016.8055+00.8149,YSO?,1.124,2.144,3.54,3.88,18.1,16.9,14.3,19.7,2.1,Kin,377,MSX,5.0,<0.7,
339,2824,G016.8150-02.6182,OH/IR star ,2.678,3.987,5.02,5.6,17.9,13.9,10.1,17.3,1.9,Kin,684,MSX,5.0,<0.7,
340,2810,G016.8689-02.1552,YSO ,0.888,1.6369999999999998,3.24,21.88,,,,18.6,2,Kin,6644,MIPS/IGA,5.0,<0.7,
341,2582,G016.8925+00.6806,Other ,0.21,0.903,1.17,4.21,8.7,8.6,8.6,,,,,MSX,,,
342,2736,G016.9015-01.1235,Evolved star ,1.359,2.0469999999999997,2.64,6.08,10.1,8.8,8.0,,,,,MSX,,,
343,2559,G016.9233+00.9051,Rejected ,0.20199999999999999,-0.6940000000000001,1.36,5.04,,,,,,,,MSX,,,
344,2553,G016.9243+00.9185,Rejected ,0.27399999999999997,1.197,1.47,4.98,,,,,,,,MSX,,,
345,2645,G016.9261+00.2854,YSO ,4.519,6.395,8.86,12.48,15.4,13.3,9.9,24.2,2.4,Kin,1275,MIPS/IGA,5.0,<1.1,
346,2547,G016.9270+00.9599,YSO ,8.318,10.288,8.66,28.37,17.6,12.6,9.4,20.9,2.1,Kin,7627,MIPS/IGA,5.0,<0.7,
347,2558,G016.9290+00.9115,Rejected ,0.22899999999999998,1.083,2.9,11.65,,,,,,,,MSX,,,
348,2556,G016.9338+00.9157,Rejected ,0.24100000000000002,0.802,2.78,7.85,,,,,,,,MSX,,,
349,2554,G016.9378+00.9199,Rejected ,0.109,1.431,2.8,7.73,,,,,,,,MSX,,,
350,2683,G016.9440-00.0736,HII region ,2.349,5.962000000000001,11.01,30.11,,,,-4.2,16.5,Kin,213352,MSX,5.0,519.3,
351,2555,G016.9444+00.9217,Rejected ,0.11,1.422,2.6,7.83,,,,,,,,MSX,,,
352,2577,G016.9512+00.7806,HII/YSO ,2.065,3.907,1.96,5.64,13.6,13.2,11.5,24.9,2.4,Kin,945,MIPS/IGA,5.0,<0.9,
354,2580,G016.9627+00.7588,Rejected ,0.424,2.0580000000000003,3.31,9.29,,,,,,,,MSX,,,
355,2573,G016.9649+00.8083,Rejected ,0.188,1.005,1.4,3.09,,,,,,,,MSX,,,
356,2557,G016.9650+00.9307,Rejected ,0.237,0.857,1.68,6.68,,,,,,,,MSX,,,
359,2568,G016.9721+00.8532,Rejected ,0.214,1.7919999999999998,3.29,6.94,,,,,,,,MSX,,,
360,2681,G016.9747-00.0293,OH/IR star ,4.897,7.069,14.25,14.81,,,,,,,,MSX,5.0,0,
361,2576,G016.9761+00.7994,Rejected ,0.242,-0.6609999999999999,1.18,3.9,,,,,,,,MSX,,,
363,2550,G016.9857+00.9689,Diffuse HII region?,0.909,2.421,1.0,2.88,,,,,,,,MSX,,,
366,2567,G016.9946+00.8676,Rejected ,0.728,3.318,6.5,11.66,,,,,,,,MSX,,,
367,2539,G016.9982+01.0853,Evolved star?,0.934,1.7080000000000002,2.15,2.87,16.6,15.2,12.4,22.8,2.3,Kin,515,MSX,5.0,<0.7,
368,2566,G017.0027+00.8788,Rejected ,0.494,1.495,2.89,6.33,,,,,,,,MSX,,,
369,2574,G017.0049+00.8286,Diffuse HII region?,1.3719999999999999,2.106,1.61,2.75,,,,,,,,MSX,,,
370,2747,G017.0077-01.2257,OH/IR star ,0.201,-0.573,1.63,12.7,8.5,7.7,7.3,,,,,MSX,,,
371,2569,G017.0080+00.8662,Rejected ,1.125,2.911,3.42,4.74,,,,,,,,MSX,,,
372,2565,G017.0095+00.9089,Diffuse HII region ,1.429,2.907,4.24,14.4,,,,,,,,MSX,,,
373,2572,G017.0217+00.8442,YSO?,0.409,1.0090000000000001,1.16,2.79,13.0,11.1,9.8,20.4,2.1,Kin,540,MSX,,,
376,2587,G017.0666+00.6826,YSO ,0.43,1.564,3.41,4.25,16.4,13.9,11.1,21.4,2.2,Kin,2222,MIPS/IGA,5.0,<0.7,
377,2561,G017.0827+00.9766,Other ,0.23,-0.589,1.61,5.56,9.3,8.8,8.6,21.4,2.2,Kin,904,MSX,5.0,<0.8,
378,2688,G017.1141-00.1130,HII region ,1.891,2.455,1.89,8.65,,,,93.1,10.6,Kin,20440,MIPS/IGA,5.0,12,
379,2549,G017.1255+01.0453,Other ,0.45899999999999996,1.911,2.46,3.62,13.1,10.9,9.7,18.8,2,Kin,485,MSX,5.0,<0.7,
380,2686,G017.1488-00.0847,Evolved star ,0.961,0.862,1.34,6.51,14.9,11.4,9.1,,,,,MSX,5.0,<1.4,
381,2746,G017.2059-01.0971,OH/IR star ,0.11699999999999999,1.0,2.05,5.03,16.4,14.0,12.1,64.1,4.4,Kin,3409,MSX,5.0,<0.6,
382,2696,G017.2893-00.1982,Diffuse HII region ,0.87,1.903,1.91,4.27,,,,44.5,3.56/12.48,,2344.6/28813.8,MIPS/IGA,5.0,<0.9,
383,2692,G017.3629-00.0391,Diffuse HII region ,0.313,1.358,1.55,4.28,,,,,,,,MSX,,,
384,2478,G017.3765+02.2512,YSO ,3.926,6.932,9.6,14.57,13.8,11.3,9.2,10.8,1.3,Kin,1034,MIPS/IGA,5.0,<0.7,
387,2764,G017.6148-01.1685,PN?,0.784,1.611,2.3,3.14,12.6,12.6,11.8,,,,,MSX,,,
388,2456,G017.6327+02.6098,PN ,0.18600000000000003,1.155,1.88,2.78,16.1,14.2,13.8,,,,,MSX,5.0,35.1,
389,2690,G017.6380+00.1566,YSO ,126.53,165.91,270.49,443.54,15.0,12.7,7.3,22.1,2.2,Kin,103404,MIPS/IGA,5.0,<0.9,
390,2820,G017.6839-02.0323,OH/IR star ,4.566,20.705,43.32,93.35,11.5,10.5,9.4,,,,,MSX,,,
391,2713,G017.7461-00.3684,Other ,0.35600000000000004,-0.491,1.51,4.65,8.4,8.2,8.0,,,,,MSX,,,
392,2675,G017.9272+00.6332,Evolved star ,148.26,322.3,419.67,688.83,9.0,7.4,5.7,22.9,2.2,Kin,117256,MSX,,,
399,2705,G017.9868-00.1098,HII/YSO??,0.8490000000000001,1.1079999999999999,1.59,5.54,10.9,8.7,7.6,,4.3,Kin,2487,MSX,,,
400,2725,G017.9944-00.4023,OH/IR star ,0.843,2.5669999999999997,3.31,6.68,13.3,10.6,9.1,,,,,MSX,5.0,<0.6,
401,2603,G018.0544+00.9843,Evolved star ,1.89,3.9419999999999997,5.64,6.26,,,,31.6,2.8,Kin,1671,MSX,5.0,<0.6,
403,2702,G018.0766+00.0716,Diffuse HII region??,0.233,1.75,1.85,4.7,,,,,,,,MSX,,,
405,2724,G018.1409-00.3021,Diffuse HII region ,4.6,10.677999999999999,13.32,57.63,,,,53.8,3.9,Kin,30743,MSX,5.0,<1.3,
406,2719,G018.1437-00.2859,HII region ,6.166,20.614,31.45,64.53,,,,56.2,4,Kin,10265,MSX,15.0,10.9,
407,2718,G018.1504-00.2794,HII region ,7.655,20.244,21.72,56.99,,,,56.8,4.1,Kin,9769,MSX,5.0,856.2,
408,2731,G018.1798-00.3873,OH/IR star ,4.065,6.381,9.73,10.27,16.0,14.0,12.4,,,,,MSX,5.0,<1.5,
409,2735,G018.1833-00.4083,Rejected ,0.855,1.551,1.29,3.99,,,,,,,,MSX,,,
410,2734,G018.1876-00.4030,Diffuse HII region ,0.731,1.975,1.63,3.99,,,,,,,,MSX,,,
411,2733,G018.1916-00.3932,Rejected ,0.231,1.4080000000000001,0.97,4.71,,,,,,,,MSX,,,
412,2715,G018.1968-00.1709,YSO?,0.376,0.997,1.61,4.49,13.8,12.4,11.6,94.4,10.6,Kin,5636,MSX,,,
413,2722,G018.2309-00.2466,Rejected ,0.32,0.612,1.45,4.03,,,,,,,,MSX,,,
414,2720,G018.2329-00.2432,Rejected ,0.509,1.0859999999999999,0.79,3.22,,,,,,,,MSX,,,
415,2721,G018.2382-00.2419,Diffuse HII region ,0.45,0.9,1.79,5.37,,,,,,,,MSX,,,
416,2773,G018.2405-00.9155,PN ,0.214,-0.512,1.21,3.41,,,,45.5,3.5,Kin,1468,MSX,5.0,42.8,
417,2717,G018.2418-00.2182,Rejected ,0.315,1.197,1.94,7.34,,,,,,,,MSX,,,
419,2730,G018.2680-00.2955,Rejected ,1.412,7.957999999999999,17.08,36.45,,,,,,,,MSX,,,
421,2729,G018.2750-00.2890,Diffuse HII region ,1.022,2.5980000000000003,1.31,5.42,,,,,,,,MSX,,,
423,2694,G018.2955+00.4291,OH/IR star ,5.774,10.068,19.58,22.03,,,,,,,,MSX,5.0,<0.7,
424,2738,G018.3029-00.3910,HII region ,20.569000000000003,42.376000000000005,50.41,235.65,,,,32.8,2.8,Kin,28192,MIPS/IGA,5.0,676.8,
425,2465,G018.3234+02.8771,Evolved star ,0.131,-0.5579999999999999,1.29,8.9,11.0,10.0,9.4,,,,,MSX,,,
426,2545,G018.3412+01.7681,YSO ,10.33,21.79,33.02,61.76,15.3,12.9,9.3,33.1,2.8,Kin,21809,MIPS/IGA,8.6,<0.4,
427,2700,G018.3495+00.2576,Evolved star ,0.292,1.296,2.7,4.01,,,,,,,,MSX,5.0,<1.2,
428,2739,G018.3706-00.3818,YSO ,3.202,6.126,7.55,13.44,14.4,11.7,9.3,44.6,3.5,Kin,5198,MIPS/IGA,5.0,<1.2,
429,2714,G018.4608-00.0034,HII region ,0.8640000000000001,2.759,4.84,18.66,,,,52.2,12.1,Kin,196314,MSX,5.0,342.1,
430,2589,G018.5180+01.4128,OH/IR star ,0.11599999999999999,-0.601,1.54,10.33,9.9,9.1,8.8,,,,,MSX,,,
431,2707,G018.5239+00.1518,PN?,2.3890000000000002,4.502,6.68,6.64,16.9,14.0,11.5,,,,,MSX,5.0,2,
432,2661,G018.6260+01.0963,Evolved star?,1.149,2.053,2.67,2.92,14.3,12.4,11.1,,,,,MSX,5.0,<0.6,
433,2726,G018.6556-00.0590,HII region ,6.191,10.34,9.29,27.11,14.1,12.2,10.5,45.6,3.5,Kin,8306,MSX,5.0,14.7,
436,2541,G018.6696+01.9631,Diffuse HII region?,2.5269999999999997,10.876,18.9,34.21,,,,33.1,2.8,Kin,9397,MSX,5.0,<1.0,
437,2543,G018.6731+01.9514,Diffuse HII region?,1.327,2.273,2.26,5.49,,,,,,,,MSX,,,
438,2740,G018.6731-00.2380,HII region ,1.81,3.846,3.59,7.36,,,,,4.5,Lit,3311,MSX,5.0,56.3,
439,2542,G018.6871+01.9708,Diffuse HII region ,5.809,11.475,7.86,20.13,,,,,,,,MSX,,,
440,2723,G018.7104+00.0001,HII region ,0.45799999999999996,1.641,3.31,9.91,,,,28.3,2.5,Kin,3479,MSX,5.0,107.5,
441,2710,G018.7448+00.2515,HII region?,1.192,1.4709999999999999,1.52,7.73,,,,19.1,1.9,Kin,433,MSX,,,
442,2709,G018.7506+00.2549,Rejected ,0.265,1.39,1.3,3.17,,,,,,,,MSX,,,
443,2590,G018.7506+01.5136,OH/IR star ,4.842,6.417000000000001,9.08,10.42,12.4,11.9,10.4,,,,,MSX,5.0,<0.6,
444,2708,G018.7621+00.2634,HII region ,0.94,0.9690000000000001,1.35,6.95,,,,21.2,13.9,Kin,47541,MIPS/IGA,5.0,51.4,
445,2706,G018.7683+00.3016,OH/IR star ,0.488,3.5580000000000003,9.21,14.21,,,,19.9,1.95/13.96,,1866.3/95649.8,MSX,5.0,<1.2,
446,2759,G018.8246-00.4673,HII region ,0.872,-0.455,1.82,15.77,15.4,14.6,13.2,63.2,4.5,Lit,6009,MIPS/IGA,5.0,7.8,
447,2760,G018.8319-00.4788,YSO ,1.178,2.147,1.72,3.43,17.8,14.9,11.4,65.2,4.5,Lit,4253,MIPS/IGA,5.0,<0.9,
448,2749,G018.8330-00.3004,HII region ,1.96,4.015,6.69,13.2,,,,42.7,12.6,Kin,89136,MIPS/IGA,5.0,131.4,
450,2728,G018.8837+00.0519,Diffuse HII region ,0.747,1.224,1.6,3.1,,,,,,,,MSX,,,
451,2765,G018.8841-00.5040,Rejected ,0.7559999999999999,4.257,7.31,17.81,,,,,,,,MSX,,,
452,2608,G018.9128+01.4288,OH/IR star ,5.966,8.596,10.41,11.63,14.4,12.9,10.0,,,,,MSX,5.0,<0.4,
453,2775,G018.9149-00.5803,Evolved star ,0.405,0.8809999999999999,1.07,4.17,10.8,8.4,7.3,,,,,MSX,,,
454,2732,G018.9458+00.0080,Evolved star?,0.28300000000000003,0.66,0.95,2.74,13.0,11.2,9.8,,,,,MSX,,,
456,2766,G019.0264-00.4358,Evolved star?,1.608,2.217,1.92,4.6,12.8,10.4,8.7,,,,,MSX,5.0,<0.7,
457,2780,G019.0495-00.5926,Rejected ,0.4,1.6680000000000001,2.42,6.06,,,,,,,,MSX,,,
458,2752,G019.0595-00.2704,Rejected ,1.452,3.8939999999999997,3.04,9.47,,,,,,,,MSX,,,
459,2753,G019.0681-00.2801,Diffuse HII region?,1.219,15.017000000000001,26.21,42.03,,,,66.0,4.5,Lit,29397,MSX,,,
460,2754,G019.0741-00.2861,HII region ,6.332999999999999,14.202,16.51,51.77,,,,65.5,4.5,Lit,55058,MIPS/IGA,5.0,323.9,
461,2795,G019.0845-00.9248,Evolved star ,1.689,3.207,2.9,3.19,16.2,12.0,8.9,44.9,3.4,Kin,1304,MSX,5.0,<0.6,
462,2762,G019.1171-00.3348,Diffuse HII region ,0.823,2.005,3.08,11.89,,,,,,,,MSX,,,
463,2863,G019.1330-02.1915,Evolved star ,5.504,8.3,11.01,10.94,14.6,13.9,11.3,,,,,MSX,5.0,<0.6,
464,2544,G019.1448+02.2039,Evolved star??,1.43,2.536,3.83,9.28,12.6,10.6,9.0,28.1,2.5,Kin,1971,MSX,5.0,<1.4,
465,2811,G019.2086-00.9527,OH/IR star ,5.834,11.600999999999999,17.43,18.98,14.1,12.7,11.1,,,,,MSX,,,
467,2750,G019.3643-00.0292,HII region ,0.213,-0.498,0.92,5.54,,,,25.9,2.3,Kin,6759,MSX,,,
468,2745,G019.4902+00.1350,HII region ,3.2060000000000004,10.665,15.51,41.85,,,,23.1,13.7,Kin,183373,MIPS/IGA,5.0,415.1,
469,2444,G019.5185+03.9615,OH/IR star ,9.257,13.515999999999998,18.79,22.4,17.6,16.6,11.3,,,,,MSX,5.0,<0.6,
470,2768,G019.5534-00.1720,OH/IR star ,4.279,6.001,8.03,8.51,,,,,,,,MSX,5.0,<0.8,
471,2680,G019.5808+01.3738,Evolved star?,1.621,2.701,4.0,4.71,10.7,8.6,7.4,,,,,MSX,,,
473,2596,G019.5931+01.8420,Evolved star ,2.086,3.372,3.94,4.26,16.6,14.7,11.3,,,,,MSX,5.0,<0.7,
474,2818,G019.6053-00.9012,HII region ,4.641,8.613,9.43,26.16,,,,34.4,2.8,Kin,3979,MIPS/IGA,8.6,110,
475,2741,G019.6074+00.2531,Evolved star ,1.578,2.74,3.51,3.72,14.1,13.3,11.8,5.7,0.73/15.1,,68.5/29297.0,MSX,5.0,<1.1,
476,2777,G019.6085-00.2357,HII region ,10.59,47.931000000000004,82.34,208.52,,,,40.7,12.7,Kin,456802,MIPS/IGA,4.8,267.2,
477,2767,G019.6091-00.1375,Diffuse HII region?,1.131,1.7619999999999998,1.64,3.27,,,,,,,,MSX,,,
478,2691,G019.6095+01.1873,PN ,0.647,1.411,4.38,9.18,13.4,12.8,11.7,,,,,MSX,5.0,60.7,
479,2778,G019.6106-00.2531,Diffuse HII region ,0.948,1.169,1.11,4.97,,,,42.6,12.5,Kin,68562,MIPS/IGA,5.0,<1.7,
481,2776,G019.6138-00.2210,Rejected ,0.5539999999999999,1.636,2.12,4.13,,,,,,,,MSX,,,
485,2770,G019.6773-00.1323,Rejected ,1.268,7.291,10.71,23.33,,,,,,,,MSX,,,
486,2769,G019.6803-00.1278,Diffuse HII region?,2.485,4.625,4.72,11.65,,,,,,,,MSX,,,
488,2772,G019.7268-00.1132,HII region ,1.13,1.327,1.25,5.23,,,,60.2,4.1,Kin,5036,MIPS/IGA,5.0,15.6,
489,2744,G019.7403+00.2799,Diffuse HII region ,1.604,2.8689999999999998,2.67,5.59,,,,19.3,14,Kin,71327,MIPS/IGA,5.0,<1.5,
490,2495,G019.7515+03.2745,PN ,0.742,1.838,5.5,13.02,12.6,12.3,11.2,,,,,MSX,,,
491,2774,G019.7540-00.1279,HII region ,2.489,9.144,16.57,51.92,16.0,13.7,11.9,120.6,9.7,Kin,49232,MIPS/IGA,8.6,<0.4,
492,3074,G019.7949-04.5282,PN ,0.39899999999999997,-0.6729999999999999,2.18,4.69,12.9,12.8,11.8,,,,,MSX,,,
493,2737,G019.8350+00.4222,PN?,0.503,1.182,1.92,17.42,12.4,11.4,10.7,,,,,MSX,5.0,<0.6,
495,2757,G019.8922+00.1023,YSO ,5.34,8.691,12.57,21.43,,,,45.9,3.4,Kin,3690,MIPS/IGA,5.0,<1.1,
496,2788,G019.9224-00.2577,YSO ,0.9520000000000001,2.333,4.15,5.5,17.0,15.0,13.3,64.9,4.3,Kin,3074,MIPS/IGA,5.0,<1.1,
